Supercharger,Street Address,City,State,Zipcode,Country,GPS,Statues,Open Date
"Grove City, OH",2221 Stringtown Rd,Grove City,OH,43123,USA,"39.877253, -83.063448",OPEN,1/16/15
"Dublin, OH",6175 Sawmill Rd,Dublin,OH,43017,USA,"40.0930008, -83.0936558",OPEN,9/16/18
"Weatherford, OK",1301 N Airport Rd by Lucille's Roadhouse,Weatherford,OK,73096,USA,"35.53859, -98.66012",OPEN,3/11/15
"Oklahoma City, OK",7624 West Reno Ave #380,Oklahoma City,OK,73127,USA,"35.461704, -97.651445",OPEN,7/31/15
"Catoosa, OK",777 W Cherokee St,Catoosa,OK,74015,USA,"36.167631, -95.766044",OPEN,7/16/16
"Ardmore, OK",322 Holiday Dr,Ardmore,OK,73401,USA,"34.179106, -97.165632",OPEN,3/13/15
"Perry, OK",2812 Fir St,Perry,OK,73077,USA,"36.289315, -97.325935",OPEN,4/15/15
"Woodburn, OR",255 N Arney Rd,Woodburn,OR,97071,USA,"45.15313, -122.881254",OPEN,8/28/13
"Pendleton, OR",46510 Wildhorse Blvd,Pendleton,OR,97801,USA,"45.64655, -118.68198",OPEN,5/28/15
"Sandy, OR",16625 SE 362nd Dr,Sandy,OR,97055,USA,"45.403531, -122.294242",OPEN,11/4/15
"Bend, OR",61535 S Highway 97,Bend,OR,97702,USA,"44.03563, -121.308473",OPEN,6/17/16
"Lincoln City, OR",1500 SE East Devils Lake Rd,Lincoln City,OR,97138,USA,"44.957751, -124.010966",OPEN,8/19/16
"Klamath Falls, OR",1401 Washburn Way,Klamath Falls,OR,97603,USA,"42.216906, -121.756218",OPEN,3/16/17
"Grants Pass, OR",1900 NW 6th St,Grants Pass,OR,97526,USA,"42.460883, -123.324124",OPEN,10/22/13
"Springfield, OR",919 Kruse Way,Springfield,OR,97477,USA,"44.082605, -123.037471",OPEN,11/2/13
"Bandon, OR",44 Michigan Ave NE,Bandon,OR,97411,USA,"43.121854, -124.398942",OPEN,11/4/16
"Tigard, OR",9585 SW Washington Square Rd,Tigard,OR,97223,USA,"45.451608, -122.782599",OPEN,5/7/18
"Ontario, OR",243 NE East Ln,Ontario,OR,97914,USA,"44.025818, -116.942521",OPEN,9/3/20
"Salem, OR",3790 Center St NE,Salem,OR,97301,USA,"44.93894, -122.987919",OPEN,11/5/20
"Burns, OR",629 North Highway 20,Hines,OR,97738,USA,"43.5730556, -119.0746667",PERMIT,
"Baker City, OR",1 Sunridge Ln,Baker City,OR,97814,USA,"44.782849, -117.812422",OPEN,6/25/15
"The Dalles, OR",2114 W 6th,The Dalles,OR,97058,USA,"45.611964, -121.208526",OPEN,8/1/14
"Medford, OR",2000 Crater Lake Hwy,Medford,OR,97504,USA,"42.347992, -122.878882",OPEN,11/4/20
"Hillsboro, OR",18101 NW Evergreen Pkwy,Hillsboro,OR,97006,USA,"45.538579, -122.866166",OPEN,11/5/20
"Detroit Lake, OR",210 D St,Detroit,OR,97342,USA,"44.737025, -122.152108",OPEN,12/23/13
"Portland, OR",805 SW Broadway,Portland,OR,97205,USA,"45.5184518, -122.6806779",PERMIT,
"Seaside, OR",1111 North Roosevelt Dr,Seaside,OR,97138,USA,"46.00101, -123.91683",OPEN,7/1/16
"Somerset, PA",1030 N Center Ave,Somerset,PA,15501,USA,"40.017383, -79.077117",OPEN,1/10/14
"Cranberry, PA",1308 Freedom Rd,Cranberry Township,PA,16066,USA,"40.683982, -80.10839",OPEN,4/4/14
"Allentown, PA","Tilghman Square, 4680 Broadway",Allentown,PA,18104,USA,"40.588102, -75.559904",OPEN,1/21/16
"Tannersville, PA",1000 Premium Outlets Dr,Tannersville,PA,18372,USA,"41.045431, -75.312244",OPEN,12/14/15
"Bloomsburg, PA",11 Ricky Ave,Bloomsburg,PA,17815,USA,"41.016143, -76.492616",OPEN,10/14/16
"North Huntingdon, PA","Sheetz, 7821 US-30",North Huntingdon,PA,15642,USA,"40.314135, -79.671409",OPEN,9/24/17
"Falls Creek, PA",1867 Rich Highway,Falls Creek,PA,15840,USA,"41.14072, -78.784725",OPEN,8/2/17
"Carlisle, PA",1720 Harrisburg Pike,Carlisle,PA,17105,USA,"40.233206, -77.119185",OPEN,10/1/17
"Franklin Park, PA",2615 Nicholson Rd,Franklin Park Township,PA,15143,USA,"40.613216, -80.100103",OPEN,9/20/17
"Bellefonte, PA",170 Buckaroo Lane,Bellefonte,PA,16823,USA,"40.913884, -77.738425",OPEN,12/15/17
"Philadelphia - City Center, PA",1118 Market St,Philadelphia,PA,19107,USA,"39.951276, -75.158667",OPEN,5/26/19
"Philadelphia - North 20th St, PA",420 N 20th St,Philadelphia,PA,19130,USA,"39.962023, -75.172049",OPEN,12/21/18
"York, PA",160 Leader Heights Rd,York,PA,17403,USA,"39.9102501, -76.7015182",OPEN,8/1/18
"Williamsport, PA",105 Maynard St,Williamsport,PA,17701,USA,"41.2328, -77.019865",OPEN,2/25/20
"Altoona, PA",1915 Pleasant Valley Blvd,Altoona,PA,16602,USA,"40.499647, -78.391352",OPEN,12/31/18
"Washington, PA",331 Washington Rd,Washington,PA,15301,USA,"40.1873056, -80.2293889",OPEN,8/5/20
"Lancaster, PA",518 Greenfield Rd,Lancaster,PA,17601,USA,"40.052622, -76.254776",OPEN,3/14/20
"North Wales, PA",593 DeKalb Pike,North Wales,PA,19454,USA,"40.219368, -75.247004",PERMIT,
"Pittsburgh, PA",5550 Centre Ave,Pittsburgh,PA,15232,USA,"40.456432, -79.934125",OPEN,10/21/20
"Gettysburg, PA",30 Camp Letterman Dr,Gettysburg,PA,17325,USA,"39.844127, -77.19905",OPEN,10/15/20
"Elverson, PA",1 Marsh Rd,Elverson,PA,19520,USA,"40.121588, -75.775761",CONSTRUCTION,
"Grove City, PA",1931 Butler Pike,Grove City,PA,16127,USA,"41.143778, -80.157055",OPEN,2/7/20
"Hermitage, PA",2381 S Hermitage Rd,Hermitage,PA,16148,USA,"41.201068, -80.455205",OPEN,9/5/17
"Hamburg, PA",515 Lowland Rd,Hamburg,PA,19526,USA,"40.564579, -76.008181",PERMIT,
"Moosic, PA","Shoppes at Montage, 2142Ð2598 Shoppes Blvd",Moosic,PA,18507,USA,"41.361979, -75.676596",OPEN,1/5/17
"Glen Mills, PA",970 Baltimore Pike,Glen Mills,PA,19342,USA,"39.883186, -75.534198",OPEN,12/14/20
"Erie, PA",2225 Downs Dr,Erie,PA,16509,USA,"42.049602, -80.086345",OPEN,6/3/16
"South Philadelphia West, PA",2600 Penrose Ferry,Philadelphia,PA,19145,USA,"39.905116, -75.19437",CONSTRUCTION,
"Denver, PA","Pennsylvania Turnpike, Exit 286 Eastbound, Milepost 289.9",Bowmansville,PA,17507,USA,"40.202902, -76.015953",CONSTRUCTION,
"State College, PA",223 Colonnade Blvd,State College,PA,16803,USA,"40.8158851, -77.9011157",OPEN,3/5/21
"Harrisburg, PA",3915 Union Deposit Rd,Harrisburg,PA,17109,USA,"40.277134, -76.823255",OPEN,5/9/16
"Breezewood, PA",16417 Lincoln Hwy,Breezewood,PA,15533,USA,"39.999842, -78.238697",OPEN,8/25/17
"Jim Thorpe (northbound), PA",Pennsylvania Turnpike Milepost 86.1,Jim Thorpe,PA,18229,USA,"40.971484, -75.63068",CONSTRUCTION,
"Jim Thorpe (southbound), PA",Pennsylvania Turnpike Milepost 86.1,Jim Thorpe,PA,18229,USA,"40.969331, -75.631379",CONSTRUCTION,
"Bensalem, PA",3620 Street Rd,Bensalem,PA,19020,USA,"40.124944, -74.963908",OPEN,5/19/20
"Somerset (eastbound), PA",327 Industrial Park Rd,Somerset,PA,15501,USA,"39.9995422, -79.0474265",CONSTRUCTION,
"Philadelphia - Church St, PA",2501 Church St,Philadelphia,PA,19124,USA,"40.001987, -75.081547",OPEN,3/17/21
"Somerset (westbound), PA",179 N Plaza Access Rd,Somerset,PA,15501,USA,"39.999603, -79.043673",CONSTRUCTION,
"King of Prussia, PA",310 S Henderson Rd,King of Prussia,PA,19406,USA,"40.092333, -75.359222",CONSTRUCTION,
"Doylestown, PA",425 S Main St,Doylestown,PA,18901,USA,"40.300112, -75.127537",OPEN,3/26/21
"Guaynabo, PR",2Ð98 Calle Tabonuco,Guaynabo,PR,968,USA,"18.405993, -66.106131",OPEN,12/18/19
"Aguadilla, PR","PR-2 , KM 124",Aguadilla,PR,604,USA,"18.43941429, -67.13209925",OPEN,3/3/21
"East Greenwich, RI",1000 Division St,East Greenwich,RI,2818,USA,"41.660517, -71.497242",OPEN,1/6/14
"Santee, SC",114 Bradford Blvd,Santee,SC,29142,USA,"33.485858, -80.475763",OPEN,12/27/13
"Myrtle Beach, SC","Coastal Grand Mall, 2000 Coastal Grand Cir",Myrtle Beach,SC,29577,USA,"33.704388, -78.925172",OPEN,3/25/17
"Florence, SC",2701 David H McLeod Blvd,Florence,SC,29501,USA,"34.190371, -79.832575",OPEN,10/21/17
"Greenville, SC",108 Carolina Point Pkwy,Greenville,SC,29607,USA,"34.825895, -82.306973",OPEN,11/9/15
"Hardeeville, SC",16319 Whyte Hardee Blvd,Hardeeville,SC,29927,USA,"32.27012485, -81.08084499",OPEN,6/13/20
"North Charleston, SC",4855 Tanger Outlet Blvd,North Charleston,SC,29418,USA,"32.872626, -80.015535",OPEN,10/29/20
"Hilton Head Island, SC",33 Office Park Rd,Hilton Head Island,SC,29928,USA,"32.15369, -80.767933",OPEN,11/5/20
"Columbia, SC",8910 Farrow Rd,Columbia,SC,29203,USA,"34.106319, -80.950723",OPEN,11/15/16
"Spearfish, SD",3275 Old Belle Rd,Spearfish,SD,57783,USA,"44.520607, -103.890924",OPEN,10/30/17
"Rapid City, SD",2200 N Maple Ave,Rapid City,SD,57701,USA,"44.105601, -103.212569",OPEN,11/25/13
"Mitchell, SD",1305 W Havens St,Mitchell,SD,57301,USA,"43.701129, -98.04449999999997",OPEN,12/18/13
"Sioux Falls, SD",1900 South Marion Rd,Sioux Falls,SD,57106,USA,"43.527655, -96.790579",OPEN,10/30/17
"Oacoma, SD",1000 East South Dakota Highway 16,Oacoma,SD,57365,USA,"43.803188, -99.383442",OPEN,10/16/17
"Wall, SD",407 Main St,Wall,SD,57790,USA,"43.994145, -102.24214",OPEN,6/5/19
"Custer, SD",800 Mount Rushmore Rd,Custer,SD,57730,USA,"43.767498, -103.594306",OPEN,5/11/18
"Watertown, SD",1320 9th Ave SE,Watertown,SD,57201,USA,"44.889, -97.093",PERMIT,
"Murdo, SD",302 W 5th St,Murdo,SD,57559,USA,"43.886915, -100.716887",OPEN,12/31/13
"Chattanooga, TN",1001 Airport Rd,Chattanooga,TN,37421,USA,"35.038644, -85.19593",OPEN,9/4/14
"Nashville - Brentwood (SC), TN",1641 Westgate Circle,Nashville,TN,37027,USA,"35.969209, -86.804641",OPEN,7/8/15
"Memphis, TN",1203 Ridgeway Rd,Memphis,TN,38119,USA,"35.097801, -89.858957",OPEN,12/1/16
"Jackson, TN",56 Casey Jones Ln,Jackson,TN,38305,USA,"35.660349, -88.855771",OPEN,11/30/16
"Knoxville, TN",11038 Parkside Dr,Knoxville,TN,37934,USA,"35.901319, -84.149634",OPEN,5/27/15
"Bristol, TN",428 Pinnacle Pkwy,Bristol,TN,37620,USA,"36.591697, -82.261339",OPEN,6/17/17
"Cookeville, TN",377 W Jackson St,Cookeville,TN,38501,USA,"36.155848, -85.515211",OPEN,10/23/17
"Dickson, TN",100 Barzani Blvd,Dickson,TN,37055,USA,"36.018349, -87.332955",OPEN,9/20/17
"Manchester, TN",2224 Hillsboro Blvd,Manchester,TN,37355,USA,"35.458583, -86.057316",OPEN,7/2/18
"Nashville, TN",61 E Thompson Ln,Nashville,TN,37211,USA,"36.110444, -86.723917",OPEN,11/23/19
"Nashville - Old Hickory Blvd, TN",780 Old Hickory Blvd,Nashville,TN,37027,USA,"36.042377, -86.777844",OPEN,9/6/20
"Nashville - West Nashville, TN",6814 Charlotte Pike,Nashville,TN,37209-4206,USA,"36.133938, -86.891832",CONSTRUCTION,
"Knoxville - Neyland Drive, TN",400 Neyland Dr,Knoxville,TN,37902,USA,"35.959109, -83.916658",CLOSED_PERM,
"San Marcos, TX",3939 Interstate 35,San Marcos,TX,78666,USA,"29.827692, -97.979677",OPEN,8/17/13
"Columbus, TX",2535 Texas 71,Columbus,TX,78934,USA,"29.690062, -96.537725",OPEN,10/7/13
"Denton, TX",2710 W University Dr,Denton,TX,76201,USA,"33.231403, -97.166419",OPEN,11/4/15
"Shamrock, TX",107 East 12th St,Shamrock,TX,79079,USA,"35.226765, -100.24836",OPEN,2/20/15
"Houston - North, TX",14820 North Freeway,Houston,TX,77090,USA,"29.980741, -95.421697",OPEN,7/9/15
"Pecos, TX",N Frontage St,Pecos,TX,79772,USA,"31.400223, -103.486931",OPEN,10/15/18
"Amarillo, TX",8271 W Amarillo Blvd,Amarillo,TX,79124,USA,"35.189035, -101.931478",OPEN,11/5/15
"Victoria, TX",3107 South Laurent St,Victoria,TX,77901,USA,"28.766853, -96.978988",OPEN,12/30/15
"Sweetwater, TX",300 SE Georgia Ave,Sweetwater,TX,79556,USA,"32.450591, -100.392455",OPEN,8/19/16
"Cisco, TX",16851 Interstate Highway 20,Cisco,TX,76437,USA,"32.374263, -99.007197",OPEN,8/19/16
"Lindale, TX",Collin St Bakery 17044 I-20,Lindale,TX,75771,USA,"32.470885, -95.450473",OPEN,6/8/16
"Three Rivers, TX","2645 S Hwy 37, I-37 Exit 72",Three Rivers,TX,78071,USA,"28.521614, -98.185829",OPEN,9/30/16
"Kingsville, TX",2400 South Highway 77,Kingsville,TX,78363,USA,"27.493808, -97.844399",OPEN,11/15/16
"Ozona, TX",1307 Avenue A,Ozona,TX,76943,USA,"30.706696, -101.195962",OPEN,1/19/17
"Channelview, TX",16311 East Fwy,Channelview,TX,77530,USA,"29.784665, -95.110612",OPEN,10/10/16
"Childress, TX",1300 Avenue F NW,Childress,TX,79201,USA,"34.432426, -100.218676",OPEN,10/19/16
"Fort Stockton, TX",2571 N Front St,Fort Stockton,TX,79735,USA,"30.905492, -102.88453",OPEN,10/15/18
"Midland, TX",3001 Antelope Trail,Midland,TX,79703,USA,"31.947361, -102.141289",OPEN,12/24/16
"Junction, TX",2415 N Main St,Junction,TX,76849,USA,"30.509233, -99.77456",OPEN,1/4/17
"Texarkana, TX",3101 Mall Dr,Texarkana,TX,75503,USA,"33.459926, -94.077179",OPEN,12/21/16
"Arlington, TX",1200 Ballpark Way,Arlington,TX,76011,USA,"32.754659, -97.082823",OPEN,4/22/17
"Flatonia, TX",1415 FM 609 at I-10,Flatonia,TX,78941,USA,"29.697904, -97.099993",OPEN,5/14/17
"Dallas - North Central Expressway, TX",9740 North Central Expressway,Dallas,TX,75231,USA,"32.881155, -96.769519",OPEN,4/19/18
"Van Horn, TX",1921 SW Frontage Rd,Van Horn,TX,79855,USA,"31.03448, -104.861431",OPEN,2/20/17
"Corsicana, TX",2035 Interstate 45 Frontage Rd,Corsicana,TX,75109,USA,"32.068577, -96.448229",OPEN,11/15/13
"McAllen, TX",800 Convention Center Blvd,McAllen,TX,78501,USA,"26.198443, -98.259839",OPEN,7/28/17
"Southlake, TX",Southlake Town Square,Southlake,TX,76092,USA,"32.943488, -97.133843",OPEN,4/19/18
"Nacogdoches, TX",2615 N Stallings Dr,Nacogdoches,TX,75964,USA,"31.651793, -94.679625",OPEN,9/23/17
"Plano, TX",5725 Legacy Dr,Plano,TX,75024,USA,"33.07868, -96.819506",OPEN,3/31/18
"Austin, TX",6406 N Interstate 35 Frontage Rd,Austin,TX,78752,USA,"30.329175, -97.706339",OPEN,11/30/17
"Alvarado, TX",3313 S. Burleson Blvd,Burleson,TX,76009,USA,"32.463609, -97.264284",OPEN,12/15/19
"Laredo, TX",110 Calle Del Norte Dr,Laredo,TX,78041,USA,"27.555003, -99.49424",OPEN,12/12/17
"Austin - Research Blvd, TX",9800 Stonelake Blvd,Austin,TX,78759,USA,"30.389333, -97.73975",OPEN,8/28/19
"El Paso, TX",6401 Desert BLVD,El Paso,TX,79932,USA,"31.8839, -106.58379",OPEN,4/22/17
"San Antonio, TX",11745 IH-10 West,San Antonio,TX,78230,USA,"29.549585, -98.582722",OPEN,8/22/19
"Sulphur Springs, TX",300 W Tomlinson Street St,Sulphur Springs,TX,75482,USA,"33.137172, -95.603239",OPEN,6/29/16
"Henrietta, TX",237 Frontage Rd,Henrietta,TX,76365,USA,"33.80051, -98.196588",OPEN,10/5/19
"Fort Worth - Monahans Ave, TX",5128 Monahans Ave,Fort Worth,TX,76109,USA,"32.710767, -97.399506",PERMIT,
"Fort Worth - Whitmore St, TX",2616 Whitmore St,Fort Worth,TX,76107,USA,"32.758293, -97.353585",OPEN,11/12/18
"Webster, TX",1141 S Kobayashi Dr,Webster,TX,77598,USA,"29.519213, -95.121843",OPEN,9/18/19
"Schertz, TX",17640 IH 35 N,Schertz,TX,78154,USA,"29.598455, -98.276067",OPEN,5/2/20
"Huntsville, TX",148 Interstate 45,Huntsville,TX,77340,USA,"30.716158, -95.565944",OPEN,11/20/13
"Houston - Northwest Fwy, TX",14620 Northwest Fwy,Houston,TX,77040,USA,"29.867259, -95.538125",OPEN,8/18/18
"Katy, TX",25675 Nelson Way,Katy,TX,77494,USA,"29.774658, -95.821859",OPEN,7/24/20
"Richmond, TX",20500 Southwest Fwy,Richmond,TX,77469,USA,"29.561504, -95.695242",OPEN,12/17/18
"South Padre Island, TX",100 Padre Blvd,South Padre Island,TX,78597,USA,"26.081436, -97.16109",OPEN,11/12/19
"Sealy, TX",6701 US Hwy 90,Sealy,TX,77474,USA,"29.742861, -96.331043",PERMIT,
"Leon Springs, TX",24165 W I-10 Frontage Rd,San Antonio,TX,78257,USA,"29.665289, -98.633387",OPEN,3/25/20
"Grapevine, TX",1001 Northwest Highway,Grapevine,TX,76051,USA,"32.941808, -97.067096",OPEN,4/7/21
"Georgetown, TX",1013 W University Ave,Georgetown,TX,78628,USA,"30.632093, -97.694003",PERMIT,
"Houston - The Galleria, TX",5135 1/2 W. Alabama St,Houston,TX,77056,USA,"29.738235, -95.464147",PERMIT,
"Austin - Century Oaks Terrace, TX",11410 Century Oaks Terrace,Austin,TX,78758,USA,"30.4023, -97.7247",OPEN,11/21/20
"Waco, TX",701 Interstate 35,Bellmead,TX,76705,USA,"31.58224, -97.10915",OPEN,9/7/13
"Brownsville, TX",2155 Paredes Line Rd,Brownsville,TX,78521,USA,"25.950115, -97.488512",OPEN,3/3/21
"Giddings, TX",3025 E Austin St,Giddings,TX,78942,USA,"30.178912, -96.907004",OPEN,10/20/19
"Houston - Westheimer Rd (SC), TX",9633 Westheimer Rd,Houston,TX,77063,USA,"29.736293, -95.537604",CONSTRUCTION,
"Italy, TX",1021 Dale Evans Dr,Italy,TX,76651,USA,"32.194947, -96.89875",OPEN,9/25/17
"College Station, TX",311 Polo Rd,College Station,TX,77840,USA,"30.622583, -96.337042",PERMIT,
"Beaver, UT",Littlefield Interchange,Beaver,UT,84713,USA,"38.249149, -112.652524",OPEN,4/14/14
"Moab, UT",16 South Main St,Moab,UT,84511,USA,"38.573122, -109.552368",OPEN,1/22/14
"St. George, UT",1091 N Bluff St,St. George,UT,84770,USA,"37.12645, -113.601865",OPEN,8/14/14
"Richfield, UT",20 W 1400 N,Richfield,UT,84701,USA,"38.787942, -112.085316",OPEN,4/4/14
"Green River, UT",1765 East Main St,Green River,UT,84525,USA,"38.993577, -110.140513",OPEN,3/17/14
"Nephi, UT",2100 S Main St,Nephi,UT,84648,USA,"39.6783968, -111.8407035",OPEN,6/11/14
"Tooele, UT",1568 East Saddleback Blvd,Tooele,UT,84074,USA,"40.684486, -112.268818",OPEN,2/25/15
"Tremonton, UT",Hampton Inn 2145 W Main St,Tremonton,UT,84337,USA,"41.70995, -112.198576",OPEN,4/1/15
"Price, UT",925 West Westwood Blvd,Price,UT,84501,USA,"39.600731, -110.831701",OPEN,10/16/15
"St. George - Convention Center Drive, UT",Convention Center Dr,St. George,UT,84790,USA,"37.077652, -113.583912",OPEN,11/25/20
"Cedar City, UT",5249 West 3650 South,Cedar City,UT,84720,USA,"37.606299, -113.161244",OPEN,12/23/20
"Salt Lake City, UT",2312 South State St,South Salt Lake City,UT,84115,USA,"40.720353, -111.888706",OPEN,3/6/15
"Salt Lake City - S 300 W, UT",1038 S 300 W,Salt Lake City,UT,84101,USA,"40.746393, -111.900534",OPEN,11/25/20
"Blanding, UT",12 N Grayson Pkwy,Blanding,UT,84511,USA,"37.6255534, -109.47384199999999",OPEN,1/13/14
"Draper, UT",208 E 12300 St,Draper,UT,84020,USA,"40.526531, -111.88591",OPEN,3/10/21
"South Hill, VA",1791 N Mecklenburg Ave,South Hill,VA,23970,USA,"36.748445, -78.103764",OPEN,8/7/14
"Norfolk, VA",5900 E Virginia Beach Blvd,Norfolk,VA,23502,USA,"36.860525, -76.207467",OPEN,10/18/15
"Wytheville, VA",165 Malin Dr,Wytheville,VA,24382,USA,"36.945795, -81.054406",OPEN,12/30/15
"Lexington, VA",880 N Lee Hwy,Lexington,VA,24450,USA,"37.796979, -79.419007",OPEN,12/16/15
"Charlottesville, VA",2100 Bond St,Charlottesville,VA,22901,USA,"38.067051, -78.492702",OPEN,9/8/17
"Mt. Jackson, VA",227 Conicville Rd,Mt. Jackson,VA,22842,USA,"38.760227, -78.63121",OPEN,12/5/17
"Woodbridge, VA",2700 Potomac Mills Circle,Woodbridge,VA,22192,USA,"38.64082, -77.29633",OPEN,5/2/14
"Richmond, VA",4401 S Laburnum Ave,Richmond,VA,23231,USA,"37.529855, -77.353819",OPEN,12/25/17
"Leesburg, VA",1602 Village Market Blvd SE Suite 215,Leesburg,VA,20175,USA,"39.089677, -77.526324",OPEN,7/20/19
"Springfield, VA",6500 Springfield Mall,Springfield,VA,22150,USA,"38.774412, -77.177566",OPEN,6/21/18
"Newport News, VA",12300 Jefferson Ave,Newport News,VA,23602,USA,"37.114233, -76.494498",OPEN,11/14/19
"Lynchburg, VA",14480 Wards Rd,Lynchburg,VA,24502,USA,"37.32486, -79.190523",OPEN,2/6/20
"Arlington, VA",2800 Clarendon Blvd,Arlington,VA,22201,USA,"38.887481, -77.092956",OPEN,4/19/19
"Staunton, VA",1250 Richmond Ave #302,Staunton,VA,24402,USA,"38.1334859, -79.0434692",OPEN,1/31/19
"Haymarket, VA",15315 Washington St,Haymarket,VA,20169,USA,"38.815129, -77.642614",OPEN,12/19/18
"Madison, VA",2902 S Seminole Trail,Madison,VA,22727,USA,"38.34664, -78.286103",OPEN,2/7/20
"Reston, VA",1904 Reston Station Blvd,Reston,VA,20190,USA,"38.949021, -77.339711",OPEN,6/26/20
"Ashburn, VA",43300 Southern Walk Plaza,Ashburn,VA,20148,USA,"39.008466, -77.504972",OPEN,2/20/20
"Vienna, VA",465 Maple Ave W,Vienna,VA,22180,USA,"38.895195, -77.273938",OPEN,7/16/20
"Farmville, VA",2016 S Main St.,Farmville,VA,23901,USA,"37.271854, -78.401442",OPEN,6/25/20
"Tappahannock, VA",1804 Tappahannock Blvd,Tappahannock,VA,22560,USA,"37.903836, -76.865734",OPEN,1/14/21
"Petersburg - Wagner Rd, VA",151 Wagner Rd,Petersburg,VA,23805,USA,"37.1906, -77.3663",OPEN,12/12/20
"Williamsburg, VA",842 Merrimac Trail,Williamsburg,VA,23185,USA,"37.266487, -76.676613",OPEN,12/18/20
"Salem - Apperson Dr, VA",1435 Apperson Dr,Salem,VA,24153,USA,"37.271756, -80.037063",OPEN,12/31/20
"Salem, VA",1340 West Main St,Salem,VA,24153,USA,"37.289384, -80.079866",CLOSED_TEMP,
"Charlottesville - Proffit Road, VA",3267 Proffit Rd,Charlottesville,VA,22911,USA,"38.132266, -78.434391",CONSTRUCTION,
"Norfolk - N Military Hwy, VA",6301 N Military Hwy,Norfolk,VA,23518,USA,"36.897228, -76.226191",PERMIT,
"Falls Church, VA",7501 Leesburg Pike,Falls Church,VA,22043,USA,"38.902472, -77.203588",OPEN,11/20/20
"Sterling, VA",23055 Oakgrove Rd,Sterling,VA,20166,USA,"38.977853, -77.41201",CONSTRUCTION,
"Stafford, VA",105 Garrisonville Rd,Stafford,VA,22554,USA,"38.467411, -77.412069",CONSTRUCTION,
"Fredericksburg, VA",10060 Jefferson Davis Highway,Fredericksburg,VA,22407,USA,"38.225974, -77.506136",OPEN,4/12/18
"Chester, VA",11701 Jefferson Davis Highway,Chester,VA,23831,USA,"37.367323, -77.416947",OPEN,9/20/17
"Virginia Beach, VA",2501 Virginia Beach Blvd,Virginia Beach,VA,23452,USA,"36.840677, -76.055615",CONSTRUCTION,
"Strasburg, VA",119 Hite Ln,Strasburg,VA,22657,USA,"39.00496, -78.337836",OPEN,9/2/15
"Glen Allen, VA",9860 Brook Rd,Glen Allen,VA,23059,USA,"37.669832, -77.461419",OPEN,10/24/13
"King George - Owens Drive, VA",17188 Owens Dr,King George,VA,22485,USA,"38.353581, -77.048857",OPEN,3/18/21
"Harrisonburg, VA",533 University Blvd,Harrisonburg,VA,22801,USA,"38.429826, -78.856029",CONSTRUCTION,
"Chantilly, VA",25451 Lizzie Center Dr,South Riding,VA,20152,USA,"38.9137222, -77.4869722",OPEN,7/15/20
"South Burlington, VT",222 Dorset St,South Burlington,VT,5403,USA,"44.462814, -73.179316",OPEN,11/4/15
"Berlin, VT",213 Payne Turnpike,Berlin,VT,5602,USA,"44.212532, -72.576462",OPEN,10/3/16
"Rutland, VT",194 Woodstock Ave,Rutland,VT,5701,USA,"43.617562, -72.957208",OPEN,9/5/20
"Williston, VT",Finney Crossing - North of the intersection of Williston Rd & Holland Ln,Williston,VT,5495,USA,"44.449752, -73.109068",CONSTRUCTION,
"Brattleboro, VT",499 Canal St,Brattleboro,VT,5301,USA,"42.838443, -72.565798",OPEN,1/16/15
"Burlington, WA",9384 Old Highway 99,Burlington,WA,98233,USA,"48.509772, -122.338625",OPEN,7/13/13
"Ritzville, WA",105 Galbreath Way,Ritzville,WA,99169,USA,"47.116294, -118.368328",OPEN,5/18/14
"Lynnwood, WA",2902 164th St SW,Lynnwood,WA,98087,USA,"47.846712, -122.271391",OPEN,1/20/18
"Kennewick, WA",2811 W 10th Ave,Kennewick,WA,99336,USA,"46.198085, -119.162734",OPEN,9/4/15
"Monroe, WA",15067 N Kelsey St,Monroe,WA,98272,USA,"47.86274, -121.97672",OPEN,4/25/17
"Moses Lake, WA",2709 W Broadway Ave,Moses Lake,WA,98837,USA,"47.103505, -119.310203",OPEN,1/3/20
"Arlington, WA","Angel of the Winds Casino,3438 Stoluckquamish Ln",Arlington,WA,98223,USA,"48.21237, -122.183551",OPEN,6/28/17
"Centralia, WA",1200 Lum Rd,Centralia,WA,98531,USA,"46.729732, -122.977454",OPEN,7/17/13
"Cle Elum, WA","811 WA-970 #6, Cle Elum, WA",Cle Elum,WA,98922,USA,"47.188802, -120.903135",OPEN,12/8/18
"Kelso, WA",205 Three Rivers Dr,Kelso,WA,98626,USA,"46.143403, -122.899225",OPEN,5/29/20
"Blaine, WA",8135 Birch Bay Square St,Blaine,WA,98230,USA,"48.937851, -122.667679",OPEN,10/11/19
"Bellevue (SC), WA",14408 NE 20th St,Bellevue,WA,98007,USA,"47.629447, -122.148203",CLOSED_PERM,
"Seattle - NE Northgate Way, WA",401 NE Northgate Way,Seattle,WA,98125,USA,"47.705956, -122.327133",OPEN,3/30/21
"Leavenworth, WA",1329 US-2,Leavenworth,WA,98826,USA,"47.598608, -120.655636",OPEN,7/28/18
"Seattle - Union St, WA",601 Union St,Seattle,WA,98101,USA,"47.609686, -122.332152",OPEN,7/9/19
"North Bend, WA",46600 SE North Bend Way,North Bend,WA,98045,USA,"47.468107, -121.716454",OPEN,12/12/19
"Spokane, WA",10506 W Aero Rd,Spokane,WA,99224,USA,"47.590359, -117.56168",OPEN,12/21/19
